property_id,property_capacity,property_address,booking_id,check_in_date,check_out_date,base_fee,service_fee,cleaning_fee,gst,total_price,owner_id,abn,tin,dob,contact_number,email,rating,owner_location,owner_address,bank_account_name,bsb,bank_account_number,bank_name,paypal_id,iban,swift_code,order_status,final_price,final_gst
428816,3,"1428, Strawberry Hills, NSW",27126797,07-02-2023,16-02-2023,432,64.8,74.5,57.13,628.43,61829,70 770 887 297,,01-05-1945,+61497690673,example@gmail.com,8,Australia,"2537, Deua River Valley, NSW",Harold Keiss,062659,16416925,Commonwealth Bank of Australia,Harold.Keiss@paypal.com,,,Completed,628.43,57.13
864720,3,"2787, Duckmaloi, NSW",91128962,21-05-2023,22-05-2023,48,7.2,64.39,11.96,131.56,76943,,539922452,05-08-1994,+61431927306,example@gmail.com,6,New Zealand,"Auckland, NZ",Ethel Adams,,,ANZ Bank,,AU,CTBAAU2S,Completed,131.56,11.96
432092,2,"2074, Warrawee, NSW",67839907,10-06-2023,15-06-2023,510,76.5,197.54,78.4,862.4,11486,23 432 488 222,,06-02-1966,+61490870099,example@gmail.com,3,Australia,"4816, Torrens Creek, QLD",Jeremiah Mchenry,062747,16402490,Commonwealth Bank of Australia,490870099@paypal.com,,,Completed,862.4,78.4
658444,8,"4352, Vale View, QLD",53233944,11-03-2023,19-03-2023,1176,176.4,178.34,153.07,1683.77,36607,88 830 979 177,,05-01-1976,+61493522142,example@gmail.com,7,Australia,"3243, Barwon Downs, VIC",Helen Tudor,062646,14656422,Commonwealth Bank of Australia,Helen.Tudor@paypal.com,,,Completed,1683.77,153.07
753449,3,"3557, Barnadown, VIC",59329953,19-03-2023,25-03-2023,882,132.3,282.03,129.63,1425.93,95513,42 882 218 503,,06-03-1952,+61427861394,example@gmail.com,4,Australia,"2199, Yagoona West, NSW",Michelle Robinson,062455,15567706,Commonwealth Bank of Australia,Michelle.Robinson@paypal.com,,,Completed,1425.93,129.63
426973,3,"4740, Sandiford, QLD",88555369,09-06-2023,23-06-2023,840,126.0,51.94,101.79,1119.69,39987,,305896802,11-10-1968,+61415107161,example@gmail.com,6,Australia,"7260, Lietinna, TAS",Thomas Williams,062705,13624953,Commonwealth Bank of Australia,Thomas.Williams@paypal.com,,,Completed,1119.69,101.79
482990,4,"4455, Ballaroo, QLD",45491020,03-05-2023,11-05-2023,1192,178.8,178.86,154.97,1704.67,21300,16 302 625 816,,15-07-1952,+61447892556,example@gmail.com,1,Australia,"5540, Risdon Park, SA",Josephine Cheek,062212,17514800,Commonwealth Bank of Australia,Josephine.Cheek@paypal.com,,,Completed,1704.67,154.97
923917,6,"5013, Pennington, SA",19334276,06-02-2023,18-02-2023,1260,189.0,158.74,160.77,1768.47,48319,86 583 722 112,,02-12-1948,+61434925951,example@gmail.com,5,New Zealand,"Auckland, NZ",Irene Blackburn,,,ANZ Bank,,AU,CTBAAU2S,Refunded,0.0,0.0
592812,2,"5011, Woodville South, SA",99792440,18-03-2023,29-03-2023,1397,209.55,111.53,171.81,1889.91,37136,41 835 521 504,,15-05-1955,+61460809696,example@gmail.com,3,Australia,"2330, Maison Dieu, NSW",Emma Johnson,062781,19258035,Commonwealth Bank of Australia,Emma.Johnson@paypal.com,,,Partially Refunded,1079.54,98.14
219247,2,"4406, Jimbour, QLD",22841831,26-06-2023,06-07-2023,830,124.5,110.01,106.45,1170.95,30642,67 309 511 994,,20-06-1991,+61453118271,example@gmail.com,9,Australia,"6532, Nabawa, WA",Zachary Dougherty,062138,11272245,Commonwealth Bank of Australia,Zachary.Dougherty@paypal.com,,,Completed,1170.95,106.45
324624,7,"2550, Brogo, NSW",21820617,17-04-2023,02-05-2023,780,117.0,56.53,95.35,1048.85,95807,43 346 664 408,,20-04-1975,+61417797388,example@gmail.com,5,New Zealand,"Auckland, NZ",Donald Lovell,,,ANZ Bank,,AU,CTBAAU2S,Cancelled,0.0,0.0
114278,3,"4610, Crawford, QLD",88557025,23-01-2023,25-01-2023,304,45.6,134.06,48.37,532.07,66589,,548288181,14-06-1990,+61457559709,example@gmail.com,3,Australia,"5343, Katarapko, SA",Chad Taylor,062465,13205070,Commonwealth Bank of Australia,457559709@paypal.com,,,Completed,532.07,48.37
036965,8,"2560, Airds, NSW",25634173,16-02-2023,22-02-2023,528,79.2,169.17,77.64,854.04,06839,27 359 150 642,,25-07-1965,+61499054063,example@gmail.com,10,Australia,"7250, Prospect Vale, TAS",Hattie Morlan,062411,13863025,Commonwealth Bank of Australia,499054063@paypal.com,,,Completed,854.04,77.64
489552,4,"6036, Butler, WA",80126265,04-03-2023,07-03-2023,444,66.6,266.36,77.7,854.7,60659,57 165 306 503,,07-05-1983,+61482704906,example@gmail.com,6,Australia,"4306, Wanora, QLD",Patricia Smith,062423,19552309,Commonwealth Bank of Australia,Patricia.Smith@paypal.com,,,Completed,854.7,77.7
444290,5,"2453, Fernbrook, NSW",11256142,11-06-2023,22-06-2023,990,148.5,86.4,122.49,1347.39,03871,,340080678,11-06-1956,+61455450418,example@gmail.com,0,Australia,"4821, Hughenden, QLD",David Nickle,062894,15379179,Commonwealth Bank of Australia,455450418@paypal.com,,,Completed,1347.39,122.49
398541,5,"3903, Swan Reach, VIC",39626922,18-04-2023,25-04-2023,721,108.15,108.46,93.76,1031.36,35844,,892045563,20-11-1959,+61446005864,example@gmail.com,4,Australia,"2100, Oxford Falls, NSW",James Moore,062317,16892087,Commonwealth Bank of Australia,446005864@paypal.com,,,Refunded,0.0,0.0
919236,4,"2541, Nowra East, NSW",69708103,26-04-2023,28-04-2023,280,42.0,254.63,57.66,634.26,54533,75 873 529 648,,15-06-1973,+61432183056,example@gmail.com,6,Australia,"2632, Gunningrah, NSW",Sandra Lavi,062492,19444799,Commonwealth Bank of Australia,Sandra.Lavi@paypal.com,,,Completed,634.26,57.66
142176,2,"4353, Haden, QLD",55868016,10-06-2023,14-06-2023,588,88.2,194.12,87.03,957.33,43622,78 285 933 995,,16-11-1972,+61426662208,example@gmail.com,1,Australia,"3717, Glenburn, VIC",Bradley Ellefson,062653,11656296,Commonwealth Bank of Australia,Bradley.Ellefson@paypal.com,,,Completed,957.33,87.03
366655,2,"5253, Monteith, SA",46356418,23-01-2023,05-02-2023,1144,171.6,92.02,140.76,1548.36,31259,25 127 499 278,,09-08-1971,+61419493395,example@gmail.com,2,New Zealand,"Auckland, NZ",Brenda Doman,,,ANZ Bank,,AU,CTBAAU2S,Completed,1548.36,140.76
485797,3,"6330, Marbelup, WA",71636404,06-05-2023,10-05-2023,352,52.8,119.1,52.39,576.29,94599,10 955 307 390,,28-11-1953,+61450799914,example@gmail.com,8,New Zealand,"Auckland, NZ",Kristin Hardister,,,ANZ Bank,,AU,CTBAAU2S,Completed,576.29,52.39
997976,8,"7321, Black River, TAS",72971178,08-03-2023,21-03-2023,1053,157.95,128.92,133.99,1473.89,44977,36 877 490 246,,19-08-1956,+61430877234,example@gmail.com,4,Australia,"3265, Noorat East, VIC",Paula Hoffman,062359,11482111,Commonwealth Bank of Australia,Paula.Hoffman@paypal.com,,,Refunded,0.0,0.0
149394,2,"4802, Flametree, QLD",36515843,08-05-2023,22-05-2023,728,109.2,52.11,88.93,978.23,05911,30 936 886 868,,16-02-1994,+61472261750,example@gmail.com,7,Australia,"3461, Coomoora, VIC",Kathy Ragsdale,062618,13639464,Commonwealth Bank of Australia,Kathy.Ragsdale@paypal.com,,,Refunded,0.0,0.0
096492,2,"5019, Semaphore Park, SA",86069545,05-06-2023,20-06-2023,2145,321.75,219.28,268.6,2954.6,24591,33 539 470 780,,23-06-1950,+61414648144,example@gmail.com,8,Australia,"2324, Nelsons Plains, NSW",Martha Grant,062688,14772177,Commonwealth Bank of Australia,Martha.Grant@paypal.com,,,Completed,2954.6,268.6
992555,3,"7307, Wesley Vale, TAS",10541664,30-04-2023,10-05-2023,550,82.5,81.3,71.38,785.18,19904,63 372 859 818,,31-05-1974,+61474249990,example@gmail.com,9,New Zealand,"Auckland, NZ",Jolene Yearout,,,ANZ Bank,,AU,CTBAAU2S,Refunded,0.0,0.0
693146,3,"4807, Airdmillan, QLD",51895592,20-03-2023,04-04-2023,2355,353.25,252.54,296.08,3256.88,93827,72 415 371 849,,02-10-1996,+61414108707,example@gmail.com,9,Australia,"4069, Pinjarra Hills, QLD",John Schiel,062126,14173292,Commonwealth Bank of Australia,,,,Completed,3256.88,296.08
775412,4,"5014, Hendon, SA",83994484,18-04-2023,03-05-2023,1005,150.75,80.01,123.58,1359.38,87915,89 512 127 568,,01-02-1973,+61432774701,example@gmail.com,6,Australia,"5431, Tarcowie, SA",Jean Castillo,062230,12325754,Commonwealth Bank of Australia,Jean.Castillo@paypal.com,,,Completed,1359.38,123.58
298894,2,"5291, Mingbool, SA",98044459,25-02-2023,27-02-2023,192,28.8,165.17,38.6,424.6,34389,32 418 879 132,,11-06-1973,+61492229769,example@gmail.com,10,Australia,"1158, Sydney, NSW",Carlos Necaise,062589,18509383,Commonwealth Bank of Australia,Carlos.Necaise@paypal.com,,,Refunded,0.0,0.0
758012,8,"2880, Broughams Gate, NSW",18851370,24-04-2023,07-05-2023,754,113.1,75.11,94.22,1036.42,85378,22 611 439 543,,08-12-1948,+61454988719,example@gmail.com,1,Australia,"5166, O'Sullivan Beach, SA",Ima Sanders,062874,12917784,Commonwealth Bank of Australia,Ima.Sanders@paypal.com,,,Completed,1036.42,94.22
159312,3,"4702, Alsace, QLD",51818160,08-02-2023,17-02-2023,981,147.15,191.82,132.0,1452.0,61753,46 695 292 986,,19-07-1995,+61472930858,example@gmail.com,5,Australia,"6714, Gnoorea, WA",Patrick Randall,062650,11336204,Commonwealth Bank of Australia,Patrick.Randall@paypal.com,,,Completed,1452.0,132.0
162558,5,"3854, Glengarry, VIC",36820325,23-04-2023,05-05-2023,1752,262.8,242.19,225.7,2482.7,30762,,555440398,15-12-1953,+61410435631,example@gmail.com,8,Australia,"2261, Tumbi Umbi, NSW",Robert Hertler,062432,12337375,Commonwealth Bank of Australia,410435631@paypal.com,,,Completed,2482.7,225.7
028057,8,"6352, Kukerin, WA",40593272,15-05-2023,21-05-2023,870,130.5,201.82,120.23,1322.53,38504,36 534 364 310,,01-02-1991,+61475354063,example@gmail.com,2,Australia,"5346, Cobdogla, SA",Joseph Benson,062240,19916755,Commonwealth Bank of Australia,Joseph.Benson@paypal.com,,,Completed,1322.53,120.23
645271,4,"7303, Exton, TAS",77484402,03-04-2023,10-04-2023,784,117.6,102.43,100.4,1104.4,07902,13 256 983 609,,11-09-1944,+61415503869,example@gmail.com,2,New Zealand,"Auckland, NZ",Joseph Irvin,,,ANZ Bank,,AU,CTBAAU2S,Completed,1104.4,100.4
015640,8,"4503, Whiteside, QLD",50162546,26-06-2023,28-06-2023,200,30.0,158.17,38.82,427.02,77971,25 546 814 813,,26-08-1956,+61413369935,example@gmail.com,3,Australia,"3047, Broadmeadows, VIC",Virgil Henderson,062636,19243905,Commonwealth Bank of Australia,Virgil.Henderson@paypal.com,,,Completed,427.02,38.82
912327,6,"4721, Laglan, QLD",48580789,08-03-2023,23-03-2023,1275,191.25,107.51,157.38,1731.18,19223,41 477 692 146,,13-02-1969,+61432872832,example@gmail.com,9,Australia,"5098, Ingle Farm, SA",Glenda Richard,062401,12864180,Commonwealth Bank of Australia,432872832@paypal.com,,,Completed,1731.18,157.38
503749,2,"3909, Nyerimilang, VIC",89275127,14-06-2023,16-06-2023,250,37.5,185.14,47.26,519.86,35343,22 715 991 858,,04-07-1971,+61426802990,example@gmail.com,0,New Zealand,"Auckland, NZ",Kenneth Beltran,,,ANZ Bank,,AU,CTBAAU2S,Completed,519.86,47.26
464554,5,"3764, Tantaraboo, VIC",48330613,19-03-2023,26-03-2023,616,92.4,75.09,78.35,861.85,19235,12 449 299 610,,21-03-1973,+61425598326,example@gmail.com,3,New Zealand,"Auckland, NZ",Leah Rautio,,,ANZ Bank,,AU,CTBAAU2S,Completed,861.85,78.35
251064,3,"3747, Beechworth, VIC",54908810,24-02-2023,26-02-2023,276,41.4,119.46,43.69,480.59,13242,,571113058,23-12-1973,+61459951096,example@gmail.com,8,Australia,"4170, Seven Hills, QLD",Dale White,062268,18135257,Commonwealth Bank of Australia,Dale.White@paypal.com,,,Completed,480.59,43.69
495259,7,"7170, Seven Mile Beach, TAS",59014455,01-01-2023,05-01-2023,188,28.2,72.04,28.82,317.02,22200,51 637 765 924,,05-07-1990,+61472609747,example@gmail.com,0,Australia,"6429, Coolgardie, WA",Ruth Treible,062172,18345793,Commonwealth Bank of Australia,472609747@paypal.com,,,Completed,317.02,28.82
163406,7,"5270, Kongal, SA",75743991,28-06-2023,05-07-2023,280,42.0,74.08,39.61,435.71,30411,56 673 977 102,,26-10-1957,+61489581515,example@gmail.com,5,Australia,"4017, Deagon, QLD",Jeffery Lucas,062469,13165890,Commonwealth Bank of Australia,489581515@paypal.com,,,Completed,435.71,39.61
354836,4,"2354, Wollun, NSW",73392654,15-01-2023,18-01-2023,342,51.3,155.78,54.91,604.01,04345,33 742 790 141,,10-07-1960,+61496154197,example@gmail.com,9,Australia,"2878, Trida, NSW",Richard Kenkel,062936,12448857,Commonwealth Bank of Australia,496154197@paypal.com,,,Completed,604.01,54.91
542465,3,"6525, Allanooka, WA",73276626,17-06-2023,21-06-2023,612,91.8,182.54,88.63,974.93,98459,41 659 375 528,,21-08-1970,+61434202451,example@gmail.com,9,New Zealand,"Auckland, NZ",Roy Ambrosino,,,ANZ Bank,,AU,CTBAAU2S,Completed,974.93,88.63
845184,4,"6714, Antonymyre, WA",20251748,02-01-2023,08-01-2023,684,102.6,95.91,88.25,970.75,77491,75 379 707 436,,08-01-1997,+61463921782,example@gmail.com,1,New Zealand,"Auckland, NZ",Jane Eligio,,,ANZ Bank,,AU,CTBAAU2S,Completed,970.75,88.25
268924,8,"830, Moulden, NT",59137147,21-03-2023,24-03-2023,144,21.6,93.54,25.91,285.01,34162,18 888 369 859,,08-12-1970,+61451905003,example@gmail.com,10,Australia,"4520, Mount Samson, QLD",Nancy Carter,062875,15579854,Commonwealth Bank of Australia,451905003@paypal.com,,,Completed,285.01,25.91
909441,7,"2145, Wentworthville, NSW",30561692,07-06-2023,15-06-2023,640,96.0,100.12,83.61,919.71,18483,20 296 585 197,,13-01-1994,+61464666614,example@gmail.com,4,Australia,"4478, Scrubby Creek, QLD",Sheri Hawkins,062117,15464795,Commonwealth Bank of Australia,Sheri.Hawkins@paypal.com,,,Completed,919.71,83.61
195532,5,"4223, Currumbin Dc, QLD",53523240,04-05-2023,14-05-2023,940,141.0,90.58,117.16,1288.76,23457,24 938 992 378,,15-03-1980,+61415005180,example@gmail.com,4,Australia,"7827, Hobart, TAS",Kevin Handsaker,062321,11352403,Commonwealth Bank of Australia,Kevin.Handsaker@paypal.com,,,Cancelled,0.0,0.0
374295,8,"7260, Tonganah, TAS",45211289,11-06-2023,24-06-2023,1131,169.65,159.92,146.06,1606.66,59773,,271451985,26-12-1948,+61430795754,example@gmail.com,8,New Zealand,"Auckland, NZ",Dale Harris,,,ANZ Bank,,AU,CTBAAU2S,Completed,1606.66,146.06
991629,6,"5330, Holder, SA",42358031,15-06-2023,28-06-2023,1495,224.25,186.89,190.61,2096.71,75762,13 303 218 568,,08-05-1947,+61492814311,example@gmail.com,6,Australia,"4829, Boulia, QLD",James Hutson,062881,17621881,Commonwealth Bank of Australia,James.Hutson@paypal.com,,,Completed,2096.71,190.61
739882,2,"6239, Yabberup, WA",83108749,29-06-2023,07-07-2023,1112,166.8,177.54,145.63,1601.93,15466,86 709 957 403,,10-09-1985,+61483312821,example@gmail.com,8,New Zealand,"Auckland, NZ",Peggy Snyder,,,ANZ Bank,,AU,CTBAAU2S,Completed,1601.93,145.63
742747,3,"870, Ilparpa, NT",43493245,28-04-2023,03-05-2023,395,59.25,111.59,56.58,622.38,51391,,718110210,06-05-1947,+61477949805,example@gmail.com,6,New Zealand,"Auckland, NZ",Lois Carpenter,,,ANZ Bank,,AU,CTBAAU2S,Refunded,0.0,0.0
079035,6,"2264, Eraring, NSW",70794250,22-02-2023,07-03-2023,1638,245.7,175.1,205.88,2264.68,78953,51 850 905 174,,31-12-1955,+61434984071,example@gmail.com,8,Australia,"6324, Woogenellup, WA",Stephaine Fleming,062464,19919215,Commonwealth Bank of Australia,434984071@paypal.com,,,Completed,2264.68,205.88
913513,8,"6522, Holmwood, WA",19566334,22-03-2023,23-03-2023,99,14.85,114.67,22.85,251.35,75477,26 782 353 799,,11-05-1975,+61460523021,example@gmail.com,10,Australia,"3570, Raywood, VIC",Ronald Cammack,062682,11171759,Commonwealth Bank of Australia,Ronald.Cammack@paypal.com,,,Completed,251.35,22.85
259848,4,"3875, Bengworden, VIC",15347023,23-01-2023,05-02-2023,1352,202.8,145.59,170.04,1870.44,87656,21 902 196 887,,04-11-1997,+61454702522,example@gmail.com,10,Australia,"4350, Redwood, QLD",Annie Jackson,062737,12626156,Commonwealth Bank of Australia,454702522@paypal.com,,,Completed,1870.44,170.04
355665,8,"3461, Porcupine Ridge, VIC",37976374,13-06-2023,20-06-2023,357,53.55,66.82,47.74,525.14,85898,14 656 833 682,,26-04-1956,+61485492263,example@gmail.com,6,New Zealand,"Auckland, NZ",Terry Barton,,,ANZ Bank,,AU,CTBAAU2S,Completed,525.14,47.74
936215,3,"2800, Orange, NSW",88308110,26-03-2023,04-04-2023,594,89.1,74.62,75.77,833.47,77920,82 690 102 920,,12-09-1941,+61486067311,example@gmail.com,3,Australia,"4875, Kubin Village, QLD",Ethel Musial,062751,18588787,Commonwealth Bank of Australia,Ethel.Musial@paypal.com,,,Completed,833.47,75.77
833796,8,"4566, Noosaville DC, QLD",41286743,17-02-2023,23-02-2023,798,119.7,247.06,116.48,1281.28,75155,11 829 893 171,,25-05-1965,+61460712198,example@gmail.com,6,New Zealand,"Auckland, NZ",Janine Valdez,,,ANZ Bank,,AU,CTBAAU2S,Completed,1281.28,116.48
226082,3,"5045, Glenelg North, SA",96004914,13-02-2023,23-02-2023,1450,217.5,223.23,189.07,2079.77,61921,95 927 354 739,,20-08-1965,+61427941441,example@gmail.com,7,New Zealand,"Auckland, NZ",Philip Peters,,,ANZ Bank,,AU,CTBAAU2S,Completed,2079.77,189.07
298582,2,"4008, Pinkenba, QLD",13637059,21-04-2023,26-04-2023,635,95.25,141.15,87.14,958.54,68761,39 822 363 115,,06-08-1990,+61482375005,example@gmail.com,7,New Zealand,"Auckland, NZ",Carl Webb,,,ANZ Bank,,AU,CTBAAU2S,Completed,958.54,87.14
528241,2,"9008, Brisbane, QLD",52554480,03-06-2023,13-06-2023,950,142.5,79.73,117.22,1289.42,98842,48 226 459 946,,11-10-1980,+61434176371,example@gmail.com,6,Australia,"3565, Kotta, VIC",Martha Frank,062732,19737820,Commonwealth Bank of Australia,Martha.Frank@paypal.com,,,Completed,1289.42,117.22
389722,4,"4625, Ban Ban Springs, QLD",40827311,13-01-2023,16-01-2023,477,71.55,280.23,82.88,911.68,04654,52 377 368 708,,30-03-1953,+61434993019,example@gmail.com,10,Australia,"7112, Deep Bay, TAS",Julius Lastra,062664,19846367,Commonwealth Bank of Australia,434993019@paypal.com,,,Completed,911.68,82.88
539739,8,"4350, Finnie, QLD",15288522,07-06-2023,09-06-2023,86,12.9,35.54,13.44,147.84,50533,60 119 680 811,,25-08-1951,+61437829743,example@gmail.com,7,New Zealand,"Auckland, NZ",William Choi,,,ANZ Bank,,AU,CTBAAU2S,Completed,147.84,13.44
762007,8,"4701, Park Avenue, QLD",99957152,10-06-2023,19-06-2023,1251,187.65,133.07,157.17,1728.87,89105,23 734 969 330,,25-11-1996,+61418213712,example@gmail.com,0,Australia,"4467, Tyrconnel, QLD",Melanie Eychaner,062284,19455384,Commonwealth Bank of Australia,Melanie.Eychaner@paypal.com,,,Completed,1728.87,157.17
037654,7,"1570, Artarmon, NSW",94086714,25-04-2023,26-04-2023,157,23.55,262.47,44.3,487.3,34865,,510008226,23-06-1974,+61431951811,example@gmail.com,0,Australia,"3042, Keilor Park, VIC",Barbara Sturm,062195,19371827,Commonwealth Bank of Australia,431951811@paypal.com,,,Completed,487.3,44.3
651953,4,"4157, Capalaba West, QLD",11550117,09-04-2023,13-04-2023,340,51.0,84.53,47.55,523.05,34143,,206473336,27-03-1970,+61484276095,example@gmail.com,6,Australia,"6271, Peppermint Grove Beach, WA",Brian Murphy,062764,11626085,Commonwealth Bank of Australia,Brian.Murphy@paypal.com,,,Completed,523.05,47.55
256309,2,"822, Galiwinku, NT",58082989,12-03-2023,14-03-2023,174,26.1,78.51,27.86,306.46,86378,30 468 387 660,,12-06-1951,+61443149535,example@gmail.com,1,Australia,"4415, Kowguran, QLD",Anne Haas,062957,14489615,Commonwealth Bank of Australia,Anne.Haas@paypal.com,,,Completed,306.46,27.86
906633,6,"4829, Warenda, QLD",19383434,10-04-2023,16-04-2023,618,92.7,147.13,85.78,943.58,05994,,239227243,25-12-1946,+61493664252,example@gmail.com,3,Australia,"3756, Hidden Valley, VIC",Jeremiah Vasquez,062939,14406040,Commonwealth Bank of Australia,Jeremiah.Vasquez@paypal.com,,,Completed,943.58,85.78
552762,4,"7030, Arthurs Lake, TAS",69644380,12-01-2023,26-01-2023,1666,249.9,205.18,212.11,2333.21,68662,86 773 528 670,,12-04-1984,+61467873076,example@gmail.com,10,Australia,"4670, Meadowvale, QLD",Danette Goodermote,062204,12441096,Commonwealth Bank of Australia,Danette.Goodermote@paypal.com,,,Completed,2333.21,212.11
938781,6,"6280, Yoongarillup, WA",65282752,15-04-2023,19-04-2023,580,87.0,274.3,94.13,1035.43,96733,93 486 529 252,,27-05-1994,+61495046332,example@gmail.com,6,Australia,"4385, Beebo, QLD",Debra Kerr,062137,18646621,Commonwealth Bank of Australia,495046332@paypal.com,,,Completed,1035.43,94.13
399696,3,"9464, Northgate Mc, QLD",47084682,26-06-2023,11-07-2023,2310,346.5,252.97,290.95,3200.45,90136,,988419031,07-11-1944,+61458512109,example@gmail.com,0,Australia,"3649, Katamatite, VIC",Todd Tucker,062500,13572529,Commonwealth Bank of Australia,458512109@paypal.com,,,Cancelled,0.0,0.0
478331,8,"3971, Hiawatha, VIC",81196810,13-05-2023,28-05-2023,2370,355.5,284.29,300.98,3310.78,73659,48 141 644 821,,23-08-1942,+61454057307,example@gmail.com,9,Australia,"2450, Brooklana, NSW",Walter Yang,062106,14052134,Commonwealth Bank of Australia,Walter.Yang@paypal.com,,,Completed,3310.78,300.98
961875,8,"2546, Wallaga Lake, NSW",99655446,30-03-2023,14-04-2023,2385,357.75,161.74,290.45,3194.95,73490,21 647 783 983,,31-07-1973,+61427418743,example@gmail.com,3,New Zealand,"Auckland, NZ",James Fowler,,,ANZ Bank,,AU,CTBAAU2S,Completed,3194.95,290.45
747889,5,"3589, Woorinen, VIC",85222076,15-03-2023,19-03-2023,492,73.8,108.72,67.45,741.95,99180,68 309 398 871,,03-02-1953,+61422423402,example@gmail.com,9,Australia,"4212, Helensvale Town Centre, QLD",Penney Joyner,062181,19269005,Commonwealth Bank of Australia,Penney.Joyner@paypal.com,,,Refunded,0.0,0.0
945761,6,"3265, Kolora, VIC",17598643,04-04-2023,19-04-2023,1275,191.25,93.52,155.98,1715.78,48566,41 760 452 357,,30-05-1942,+61479640368,example@gmail.com,2,Australia,"1826, Lidcombe, NSW",Wendy Moore,062596,19189880,Commonwealth Bank of Australia,479640368@paypal.com,,,Completed,1715.78,155.98
115151,5,"2251, Copacabana, NSW",52079072,24-06-2023,06-07-2023,576,86.4,80.92,74.33,817.63,33361,11 450 739 700,,31-12-1946,+61482946743,example@gmail.com,2,Australia,"5340, Pike River, SA",Joan Fox,062731,15454294,Commonwealth Bank of Australia,Joan.Fox@paypal.com,,,Completed,817.63,74.33
758616,7,"2831, Carinda, NSW",21068681,20-02-2023,23-02-2023,279,41.85,88.64,40.95,450.45,63434,87 417 596 113,,09-10-1956,+61428537901,example@gmail.com,4,Australia,"3477, Tottington, VIC",Thomas Drey,062625,14203476,Commonwealth Bank of Australia,428537901@paypal.com,,,Completed,450.45,40.95
191115,2,"3723, Mountain Bay, VIC",26240843,19-01-2023,24-01-2023,645,96.75,155.85,89.76,987.36,04961,32 126 306 664,,05-09-1992,+61480762652,example@gmail.com,4,Australia,"2250, Erina, NSW",Eddie Apo,062553,18818269,Commonwealth Bank of Australia,480762652@paypal.com,,,Completed,987.36,89.76
417986,7,"3049, Westmeadows, VIC",44217730,26-06-2023,07-07-2023,1408,211.2,192.7,181.19,1993.09,34285,74 628 512 133,,09-10-1972,+61441500502,example@gmail.com,1,Australia,"2261, Killarney Vale, NSW",Marian Yamakawa,062765,14165404,Commonwealth Bank of Australia,Marian.Yamakawa@paypal.com,,,Completed,1993.09,181.19
994058,6,"3189, Moorabbin, VIC",11056331,22-06-2023,04-07-2023,1020,153.0,91.69,126.47,1391.17,22420,66 409 843 596,,06-05-1958,+61461658097,example@gmail.com,3,New Zealand,"Auckland, NZ",Peter Cox,,,ANZ Bank,,AU,CTBAAU2S,Completed,1391.17,126.47
716307,6,"6503, Ginginup, WA",59313838,09-04-2023,23-04-2023,1246,186.9,118.44,155.13,1706.43,89554,47 385 325 770,,10-02-1982,+61454053629,example@gmail.com,4,Australia,"2460, Stockyard Creek, NSW",Linda Holley,062607,11145411,Commonwealth Bank of Australia,454053629@paypal.com,,,Completed,1706.43,155.13
114271,5,"2428, Wallis Lake, NSW",53164130,20-05-2023,21-05-2023,74,11.1,143.18,22.83,251.13,09955,16 968 903 970,,07-04-1981,+61412401325,example@gmail.com,4,Australia,"3305, Gorae West, VIC",Jessica Ragan,062588,11887276,Commonwealth Bank of Australia,Jessica.Ragan@paypal.com,,,Completed,251.13,22.83
221550,6,"2480, Federal, NSW",56996372,27-04-2023,01-05-2023,328,49.2,127.45,50.47,555.17,54723,81 866 575 347,,09-05-1946,+61495607816,example@gmail.com,9,Australia,"2370, Reddestone, NSW",Evelyn Shadwick,062247,14233897,Commonwealth Bank of Australia,Evelyn.Shadwick@paypal.com,,,Completed,555.17,50.47
912673,7,"828, Berrimah, NT",23244389,13-02-2023,19-02-2023,780,117.0,221.87,111.89,1230.79,41118,,668844796,26-08-1981,+61422063728,example@gmail.com,8,Australia,"7252, Dilston, TAS",Andreas Stewart,062466,19218450,Commonwealth Bank of Australia,422063728@paypal.com,,,Completed,1230.79,111.89
061208,4,"5320, Eba, SA",49500302,16-04-2023,29-04-2023,2028,304.2,149.83,248.2,2730.2,09584,24 279 153 230,,15-01-1984,+61487178803,example@gmail.com,8,New Zealand,"Auckland, NZ",Barbara Wray,,,ANZ Bank,,AU,CTBAAU2S,Refunded,0.0,0.0
149931,8,"2622, Neringla, NSW",80746895,18-01-2023,31-01-2023,923,138.45,135.6,119.7,1316.7,30234,54 459 537 196,,17-01-1943,+61484327143,example@gmail.com,10,New Zealand,"Auckland, NZ",Paul Morris,,,ANZ Bank,,AU,CTBAAU2S,Completed,1316.7,119.7
548113,8,"870, Ilparpa, NT",15056985,14-05-2023,23-05-2023,1431,214.65,217.37,186.3,2049.3,61676,56 224 711 221,,24-02-1962,+61483277641,example@gmail.com,3,New Zealand,"Auckland, NZ",Richard Walker,,,ANZ Bank,,AU,CTBAAU2S,Cancelled,0.0,0.0
553051,4,"4702, Bushley, QLD",87168016,14-02-2023,25-02-2023,1595,239.25,241.83,207.61,2283.71,34183,,491325886,20-09-1978,+61444224278,example@gmail.com,1,Australia,"5238, Wongulla, SA",Samuel Franklin,062365,15683701,Commonwealth Bank of Australia,444224278@paypal.com,,,Completed,2283.71,207.61
